period,value
1e-06,2.166685625
0.0071437857142857145,2.3021009375
0.014286571428571428,2.43751625
0.021429357142857146,2.5729315625
0.02857214285714286,2.7083468749999997
0.03571492857142857,2.8437621875
0.04285771428571429,2.9791775
0.0500005,3.1145928125
0.057143285714285716,3.250008125
0.06428607142857143,3.3854234374999996
0.07142885714285714,3.52083875
0.07857164285714285,3.6562540625
0.08571442857142858,3.7916693749999997
0.09285721428571429,3.9270846875
0.1,4.0625
0.1,4.0625
0.11666666666666667,4.0625
0.13333333333333333,4.0625
0.15000000000000002,4.0625
0.16666666666666669,4.0625
0.18333333333333335,4.0625
0.2,4.0625
0.21666666666666667,4.0625
0.23333333333333334,4.0625
0.25,4.0625
0.25,4.0625
0.4444444444444444,2.28515625
0.6388888888888888,1.5896739130434785
0.8333333333333334,1.21875
1.0277777777777777,0.9881756756756758
1.2222222222222223,0.8309659090909091
1.4166666666666667,0.7169117647058824
1.6111111111111112,0.6303879310344828
1.8055555555555556,0.5625
2.0,0.5078125
2.0,0.5078125
2.4210526315789473,0.5
2.8421052631578947,0.5
3.263157894736842,0.5
3.6842105263157894,0.5
4.105263157894736,0.5
4.526315789473684,0.5
4.947368421052632,0.5
5.368421052631579,0.5
5.789473684210526,0.5
6.2105263157894735,0.5
6.631578947368421,0.5
7.052631578947368,0.5
7.473684210526315,0.5
7.894736842105263,0.5
8.31578947368421,0.5
8.736842105263158,0.5
9.157894736842104,0.5
9.578947368421051,0.5
10.0,0.5
