period value
0.0 1.9583333333333333
0.011111111111111112 2.1487268518518516
0.022222222222222223 2.3391203703703702
0.03333333333333333 2.529513888888889
0.044444444444444446 2.719907407407407
0.05555555555555556 2.9103009259259256
0.06666666666666667 3.1006944444444446
0.07777777777777778 3.291087962962963
0.08888888888888889 3.4814814814814814
0.1 3.671875
0.1 3.671875
0.11666666666666667 3.671875
0.13333333333333333 3.671875
0.15000000000000002 3.671875
0.16666666666666669 3.671875
0.18333333333333335 3.671875
0.2 3.671875
0.21666666666666667 3.671875
0.23333333333333334 3.671875
0.25 3.671875
0.25 3.671875
0.4444444444444444 2.0654296875
0.6388888888888888 1.436820652173913
0.8333333333333334 1.1015625
1.0277777777777777 0.8931587837837839
1.2222222222222223 0.7510653409090908
1.4166666666666667 0.6479779411764706
1.6111111111111112 0.5875
1.8055555555555556 0.5875
2.0 0.5875
2.0 0.5875
2.2758620689655173 0.5875
2.5517241379310347 0.5875
2.8275862068965516 0.5875
3.103448275862069 0.5875
3.3793103448275863 0.5875
3.655172413793103 0.5875
3.9310344827586206 0.5875
4.206896551724138 0.5875
4.482758620689655 0.5875
4.758620689655173 0.5875
5.0344827586206895 0.5875
5.310344827586206 0.5875
5.586206896551724 0.5875
5.862068965517241 0.5875
6.137931034482759 0.5875
6.413793103448276 0.5875
6.689655172413793 0.5875
6.9655172413793105 0.5875
7.241379310344827 0.5875
7.517241379310345 0.5875
7.793103448275862 0.5875
8.068965517241379 0.5875
8.344827586206897 0.5875
8.620689655172413 0.5875
8.89655172413793 0.5875
9.172413793103448 0.5875
9.448275862068964 0.5875
9.724137931034482 0.5875
10.0 0.5875
